               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 313,            0.021354,           0.0091522,           0.0035015,             0.95696,             0.55552,              0.6184,               0.499,            0.025662,           0.0055681,           0.0017212,           0.0038224,           0.0038224,           0.0038224
                 314,            0.021402,           0.0089236,           0.0031005,             0.95684,             0.55559,             0.61875,             0.49931,            0.025358,           0.0056804,           0.0017628,           0.0038026,           0.0038026,           0.0038026
                 315,             0.02181,           0.0089964,           0.0031659,             0.94754,             0.55812,             0.61819,             0.49918,            0.025494,           0.0057172,           0.0018013,           0.0037828,           0.0037828,           0.0037828
                 316,            0.021744,           0.0087401,           0.0035771,              0.9527,             0.55777,             0.61844,             0.49998,            0.025243,           0.0058158,           0.0017997,            0.003763,            0.003763,            0.003763
                 317,            0.021779,           0.0091012,           0.0033243,             0.94676,             0.55921,             0.61882,             0.49999,            0.025408,           0.0056647,           0.0017831,           0.0037432,           0.0037432,           0.0037432
                 318,            0.021706,           0.0091965,           0.0033261,              0.9265,             0.57386,             0.61826,             0.49996,            0.025732,           0.0057181,           0.0016812,           0.0037234,           0.0037234,           0.0037234
                 319,            0.022278,           0.0091683,           0.0032506,             0.92495,              0.5803,             0.62022,             0.50076,            0.025813,           0.0054947,           0.0016786,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021235,           0.0089168,           0.0031674,             0.92799,             0.57517,              0.6206,             0.49981,            0.025746,           0.0056553,           0.0017106,           0.0036838,           0.0036838,           0.0036838
                 321,            0.021916,           0.0091777,           0.0031349,             0.94445,              0.5622,             0.61996,             0.50247,            0.025269,           0.0056566,           0.0017049,            0.003664,            0.003664,            0.003664
                 322,            0.021275,           0.0087245,           0.0036377,             0.92462,              0.5746,             0.62074,             0.50287,             0.02532,           0.0058302,           0.0016883,           0.0036442,           0.0036442,           0.0036442
                 323,            0.021064,           0.0089132,           0.0034294,             0.91464,             0.58655,             0.62255,             0.50447,            0.025277,           0.0059797,           0.0017483,           0.0036244,           0.0036244,           0.0036244
                 324,            0.022041,           0.0091006,           0.0029639,             0.94562,             0.55751,             0.62556,             0.50663,            0.025202,           0.0061891,            0.001795,           0.0036046,           0.0036046,           0.0036046
                 325,            0.020482,           0.0089312,           0.0034679,             0.94646,             0.55819,             0.62067,             0.50072,             0.02529,           0.0059804,           0.0017834,           0.0035848,           0.0035848,           0.0035848
                 326,            0.021498,           0.0085878,           0.0033312,             0.94059,              0.5616,             0.61498,             0.49783,            0.025633,           0.0059498,           0.0017318,            0.003565,            0.003565,            0.003565
                 327,            0.020831,           0.0088931,            0.003231,             0.95287,              0.5562,             0.61584,             0.49871,            0.025484,           0.0058419,           0.0017571,           0.0035452,           0.0035452,           0.0035452
                 328,            0.021121,           0.0086284,           0.0032685,             0.95756,             0.55408,             0.61641,             0.49853,            0.025622,           0.0059352,           0.0017542,           0.0035254,           0.0035254,           0.0035254
                 329,            0.021024,           0.0085037,           0.0027724,             0.95234,             0.55409,             0.61709,               0.499,            0.025706,           0.0059851,           0.0017474,           0.0035056,           0.0035056,           0.0035056
                 330,            0.020916,           0.0088954,           0.0032422,             0.92167,             0.57709,             0.61747,             0.50075,            0.025577,           0.0061641,             0.00174,           0.0034858,           0.0034858,           0.0034858
                 331,            0.021372,           0.0088869,           0.0032244,              0.9207,             0.57702,             0.61779,             0.50053,            0.025484,           0.0062267,            0.001768,            0.003466,            0.003466,            0.003466
                 332,            0.021556,           0.0093544,           0.0032184,             0.93597,             0.56574,             0.61829,             0.50142,            0.025336,           0.0061577,            0.001716,           0.0034462,           0.0034462,           0.0034462
                 333,            0.021139,           0.0088776,           0.0032089,             0.94081,             0.56006,             0.61862,             0.50041,            0.025463,            0.006299,           0.0016884,           0.0034264,           0.0034264,           0.0034264
